Response_ID,Respondent_ID,Consume_frequency,Consume_time,Consume_reason,Heard_before,Brand_perception,General_perception,Tried_before,Taste_experience,Reasons_preventing_trying,Current_brands,Reasons_for_choosing_brands,Improvements_desired,Ingredients_expected,Health_concerns,Interest_in_natural_or_organic,Marketing_channels,Packaging_preference,Limited_edition_packaging,Price_range,Purchase_location,Typical_consumption_situations
106440,123470,Daily,Throughout the day,Increased energy and focus,No,Negative,Effective,No,5,Other,CodeX,Other,Healthier alternatives,Sugar,Yes,Yes,Online ads,Eco-friendly design,Yes,100-150,Supermarkets,Social outings/parties
106444,123474,Once a week,Before exercise,To combat fatigue,No,Neutral,Healthy,Yes,4,Unfamiliar with the brand,CodeX,Other,Healthier alternatives,Vitamins,No,Not Sure,Online ads,Eco-friendly design,Yes,Above 150,Gyms and fitness centers,Sports/exercise
106457,123487,2-3 times a week,To stay awake during work/study,To combat fatigue,Yes,Positive,Dangerous,No,1,Not available locally,CodeX,Brand reputation,Wider range of flavors,Guarana,Yes,Yes,Online ads,Collectible packaging,No,50-99,Other,Social outings/parties
106464,123494,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Positive,Dangerous,No,5,Not available locally,CodeX,Brand reputation,More natural ingredients,Caffeine,No,Yes,Print media,Innovative bottle design,Yes,100-150,Other,Sports/exercise
106474,123504,Rarely,For mental alertness,To enhance sports performance,Yes,Neutral,Not sure,Yes,5,Not available locally,CodeX,Availability,Healthier alternatives,Vitamins,Yes,Not Sure,Outdoor billboards,Collectible packaging,Yes,50-99,Online retailers,Sports/exercise
106475,123505,Rarely,Before exercise,Increased energy and focus,No,Neutral,Healthy,Yes,5,Unfamiliar with the brand,CodeX,Availability,Healthier alternatives,Vitamins,Yes,Not Sure,TV commercials,Innovative bottle design,Yes,50-99,Supermarkets,Other
106481,123511,Daily,Throughout the day,Increased energy and focus,No,Neutral,Healthy,Yes,2,Unfamiliar with the brand,CodeX,Other,Wider range of flavors,Guarana,No,Not Sure,TV commercials,Compact and portable cans,No,Below 50,Supermarkets,Social outings/parties
106493,123523,2-3 times a week,To stay awake during work/study,To boost performance,Yes,Neutral,Not sure,No,5,Other,CodeX,Other,More natural ingredients,Vitamins,Yes,Yes,Outdoor billboards,Innovative bottle design,Yes,50-99,Other,Other
106507,123537,2-3 times a week,Before exercise,To combat fatigue,No,Neutral,Effective,No,3,Not interested in energy drinks,CodeX,Availability,Healthier alternatives,Sugar,No,Yes,Other,Other,Yes,50-99,Gyms and fitness centers,Studying/working late
106522,123552,Rarely,To stay awake during work/study,To combat fatigue,Yes,Positive,Dangerous,Yes,5,Not available locally,CodeX,Brand reputation,More natural ingredients,Vitamins,Yes,Yes,Other,Compact and portable cans,Yes,100-150,Online retailers,Other
106531,123561,2-3 times a month,Before exercise,To combat fatigue,No,Positive,Dangerous,No,4,Health concerns,CodeX,Brand reputation,More natural ingredients,Caffeine,Yes,Not Sure,TV commercials,Compact and portable cans,Not Sure,100-150,Supermarkets,Sports/exercise
106539,123569,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Not sure,No,3,Health concerns,CodeX,Taste/flavor preference,Healthier alternatives,Sugar,No,Yes,Online ads,Innovative bottle design,Yes,50-99,Supermarkets,Social outings/parties
106543,123573,Rarely,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Not sure,Yes,2,Unfamiliar with the brand,CodeX,Effectiveness,Healthier alternatives,Vitamins,Yes,Yes,Online ads,Compact and portable cans,Not Sure,100-150,Supermarkets,Social outings/parties
106548,123578,Once a week,To stay awake during work/study,Increased energy and focus,No,Negative,Not sure,No,3,Not available locally,CodeX,Brand reputation,Healthier alternatives,Guarana,Yes,Yes,TV commercials,Compact and portable cans,Yes,50-99,Online retailers,Driving/commuting
106551,123581,Rarely,Before exercise,To boost performance,Yes,Neutral,Healthy,Yes,4,Health concerns,CodeX,Effectiveness,More natural ingredients,Sugar,Yes,Yes,Online ads,Compact and portable cans,No,50-99,Gyms and fitness centers,Sports/exercise
106556,123586,2-3 times a week,Throughout the day,Increased energy and focus,Yes,Negative,Effective,No,1,Not available locally,CodeX,Effectiveness,Wider range of flavors,Sugar,Yes,Yes,TV commercials,Compact and portable cans,No,100-150,Online retailers,Sports/exercise
106560,123590,2-3 times a week,Before exercise,To boost performance,No,Positive,Not sure,Yes,1,Not interested in energy drinks,CodeX,Brand reputation,More natural ingredients,Caffeine,No,No,Other,Innovative bottle design,No,50-99,Local stores,Driving/commuting
106561,123591,2-3 times a month,Before exercise,Other,Yes,Positive,Healthy,No,4,Health concerns,CodeX,Brand reputation,Other,Guarana,No,No,TV commercials,Collectible packaging,Yes,Above 150,Online retailers,Sports/exercise
106565,123595,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Neutral,Dangerous,Yes,5,Unfamiliar with the brand,CodeX,Other,Healthier alternatives,Vitamins,No,Yes,Outdoor billboards,Collectible packaging,Yes,50-99,Local stores,Sports/exercise
106566,123596,2-3 times a month,To stay awake during work/study,To combat fatigue,No,Negative,Not sure,No,2,Health concerns,CodeX,Brand reputation,Reduced sugar content,Sugar,No,No,Outdoor billboards,Compact and portable cans,No,100-150,Supermarkets,Sports/exercise
106567,123597,Daily,To stay awake during work/study,Increased energy and focus,No,Negative,Healthy,No,5,Other,CodeX,Taste/flavor preference,Reduced sugar content,Sugar,No,No,Online ads,Collectible packaging,Not Sure,100-150,Supermarkets,Other
106586,123616,2-3 times a week,Before exercise,To combat fatigue,Yes,Positive,Effective,No,4,Not interested in energy drinks,CodeX,Brand reputation,Reduced sugar content,Sugar,Yes,Yes,TV commercials,Compact and portable cans,No,Below 50,Supermarkets,Sports/exercise
106591,123621,Rarely,Throughout the day,Increased energy and focus,Yes,Negative,Dangerous,No,4,Unfamiliar with the brand,CodeX,Brand reputation,Wider range of flavors,Guarana,Yes,Not Sure,Online ads,Innovative bottle design,No,100-150,Gyms and fitness centers,Studying/working late
106602,123632,2-3 times a month,To stay awake during work/study,To enhance sports performance,Yes,Negative,Healthy,Yes,3,Unfamiliar with the brand,CodeX,Brand reputation,Wider range of flavors,Caffeine,Yes,No,Online ads,Compact and portable cans,No,50-99,Supermarkets,Studying/working late
106610,123640,2-3 times a month,For mental alertness,To boost performance,No,Neutral,Healthy,Yes,3,Other,CodeX,Effectiveness,Healthier alternatives,Vitamins,Yes,No,Online ads,Compact and portable cans,Yes,100-150,Online retailers,Studying/working late
106613,123643,Rarely,To stay awake during work/study,To enhance sports performance,No,Neutral,Healthy,Yes,5,Not available locally,CodeX,Brand reputation,Reduced sugar content,Sugar,No,Yes,Online ads,Compact and portable cans,Yes,50-99,Online retailers,Studying/working late
106623,123653,Rarely,Throughout the day,Other,Yes,Negative,Not sure,Yes,2,Other,CodeX,Other,More natural ingredients,Caffeine,Yes,Yes,Online ads,Compact and portable cans,Yes,100-150,Online retailers,Sports/exercise
106631,123661,Rarely,Before exercise,To boost performance,No,Neutral,Effective,Yes,4,Other,CodeX,Other,More natural ingredients,Guarana,Yes,Yes,Print media,Innovative bottle design,No,50-99,Supermarkets,Studying/working late
106638,123668,Daily,To stay awake during work/study,To boost performance,No,Neutral,Effective,Yes,3,Not available locally,CodeX,Other,Other,Sugar,No,No,Online ads,Compact and portable cans,No,Above 150,Supermarkets,Sports/exercise
106642,123672,2-3 times a week,To stay awake during work/study,To enhance sports performance,Yes,Neutral,Healthy,Yes,5,Other,CodeX,Brand reputation,Other,Caffeine,Yes,Yes,TV commercials,Compact and portable cans,No,100-150,Online retailers,Sports/exercise
106646,123676,Rarely,Before exercise,Increased energy and focus,No,Neutral,Not sure,Yes,3,Not available locally,CodeX,Effectiveness,Reduced sugar content,Sugar,Yes,Not Sure,Outdoor billboards,Compact and portable cans,Yes,100-150,Online retailers,Studying/working late
106654,123684,Once a week,Before exercise,Increased energy and focus,No,Neutral,Effective,No,4,Unfamiliar with the brand,CodeX,Availability,Healthier alternatives,Caffeine,No,No,TV commercials,Compact and portable cans,Yes,50-99,Other,Sports/exercise
106657,123687,2-3 times a week,Throughout the day,To combat fatigue,Yes,Negative,Dangerous,Yes,1,Unfamiliar with the brand,CodeX,Availability,Healthier alternatives,Caffeine,Yes,Not Sure,TV commercials,Innovative bottle design,Not Sure,50-99,Supermarkets,Sports/exercise
106660,123690,Once a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Effective,Yes,2,Unfamiliar with the brand,CodeX,Other,Other,Sugar,No,Yes,TV commercials,Innovative bottle design,No,100-150,Supermarkets,Sports/exercise
106694,123724,Daily,To stay awake during work/study,To enhance sports performance,Yes,Positive,Not sure,Yes,4,Other,CodeX,Brand reputation,Wider range of flavors,Vitamins,Yes,Yes,Other,Other,Not Sure,50-99,Local stores,Driving/commuting
106717,123747,2-3 times a week,Throughout the day,To combat fatigue,Yes,Neutral,Effective,No,4,Not interested in energy drinks,CodeX,Effectiveness,Reduced sugar content,Caffeine,Yes,Yes,TV commercials,Compact and portable cans,Yes,100-150,Online retailers,Sports/exercise
106732,123762,2-3 times a week,To stay awake during work/study,To boost performance,No,Negative,Not sure,No,5,Health concerns,CodeX,Other,Reduced sugar content,Caffeine,No,Yes,TV commercials,Innovative bottle design,Not Sure,50-99,Supermarkets,Studying/working late
106742,123772,Rarely,For mental alertness,To boost performance,Yes,Negative,Effective,Yes,3,Health concerns,CodeX,Brand reputation,Reduced sugar content,Caffeine,Yes,No,TV commercials,Compact and portable cans,Yes,50-99,Supermarkets,Sports/exercise
106744,123774,2-3 times a week,Before exercise,Increased energy and focus,Yes,Neutral,Not sure,Yes,4,Not available locally,CodeX,Brand reputation,Reduced sugar content,Sugar,Yes,Not Sure,Other,Compact and portable cans,Yes,50-99,Other,Sports/exercise
106750,123780,2-3 times a month,Before exercise,To enhance sports performance,Yes,Positive,Dangerous,Yes,5,Unfamiliar with the brand,CodeX,Brand reputation,Reduced sugar content,Caffeine,Yes,Not Sure,Outdoor billboards,Compact and portable cans,Yes,Below 50,Supermarkets,Sports/exercise
106763,123793,Daily,Before exercise,Increased energy and focus,No,Negative,Dangerous,Yes,4,Unfamiliar with the brand,CodeX,Brand reputation,Wider range of flavors,Guarana,Yes,Yes,TV commercials,Compact and portable cans,Not Sure,100-150,Supermarkets,Social outings/parties
106778,123808,2-3 times a week,Before exercise,To boost performance,Yes,Positive,Not sure,No,1,Unfamiliar with the brand,CodeX,Brand reputation,Reduced sugar content,Vitamins,Yes,Not Sure,Online ads,Compact and portable cans,No,100-150,Supermarkets,Sports/exercise
106798,123828,2-3 times a month,To stay awake during work/study,Increased energy and focus,No,Negative,Effective,Yes,2,Not available locally,CodeX,Availability,Reduced sugar content,Vitamins,Yes,Yes,Online ads,Innovative bottle design,Yes,100-150,Supermarkets,Social outings/parties
106811,123841,2-3 times a month,Throughout the day,To boost performance,Yes,Neutral,Not sure,No,5,Not available locally,CodeX,Availability,Wider range of flavors,Vitamins,Yes,No,TV commercials,Innovative bottle design,Not Sure,50-99,Supermarkets,Social outings/parties
106812,123842,Once a week,To stay awake during work/study,To enhance sports performance,No,Negative,Effective,Yes,2,Unfamiliar with the brand,CodeX,Brand reputation,Wider range of flavors,Vitamins,No,Not Sure,Online ads,Collectible packaging,No,50-99,Supermarkets,Social outings/parties
106818,123848,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Not sure,No,5,Health concerns,CodeX,Taste/flavor preference,More natural ingredients,Caffeine,Yes,Yes,Online ads,Other,Not Sure,50-99,Supermarkets,Studying/working late
106827,123857,Rarely,For mental alertness,Increased energy and focus,No,Neutral,Effective,Yes,1,Not interested in energy drinks,CodeX,Brand reputation,Wider range of flavors,Caffeine,Yes,Yes,Online ads,Innovative bottle design,No,Below 50,Supermarkets,Sports/exercise
106843,123873,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Not sure,No,3,Not interested in energy drinks,CodeX,Brand reputation,Reduced sugar content,Caffeine,Yes,Yes,TV commercials,Compact and portable cans,No,50-99,Supermarkets,Social outings/parties
106845,123875,2-3 times a month,To stay awake during work/study,To combat fatigue,No,Neutral,Healthy,Yes,5,Health concerns,CodeX,Brand reputation,Reduced sugar content,Caffeine,Yes,Not Sure,Online ads,Compact and portable cans,No,Above 150,Supermarkets,Social outings/parties
106849,123879,2-3 times a month,Before exercise,To combat fatigue,Yes,Neutral,Effective,No,4,Unfamiliar with the brand,CodeX,Other,Healthier alternatives,Guarana,No,Not Sure,TV commercials,Compact and portable cans,Not Sure,50-99,Supermarkets,Sports/exercise
106857,123887,2-3 times a week,To stay awake during work/study,To boost performance,Yes,Neutral,Not sure,No,4,Health concerns,CodeX,Brand reputation,Reduced sugar content,Sugar,Yes,Yes,Online ads,Eco-friendly design,Not Sure,100-150,Other,Studying/working late
106869,123899,2-3 times a month,Before exercise,Other,No,Neutral,Healthy,Yes,4,Health concerns,CodeX,Availability,Reduced sugar content,Vitamins,No,Not Sure,TV commercials,Collectible packaging,No,Below 50,Online retailers,Sports/exercise
106873,123903,2-3 times a week,For mental alertness,Increased energy and focus,No,Neutral,Healthy,No,3,Not available locally,CodeX,Availability,Reduced sugar content,Vitamins,Yes,Yes,Online ads,Compact and portable cans,Yes,50-99,Local stores,Other
106875,123905,2-3 times a week,Throughout the day,Increased energy and focus,No,Neutral,Dangerous,No,4,Health concerns,CodeX,Other,Wider range of flavors,Caffeine,No,Yes,Online ads,Compact and portable cans,No,100-150,Local stores,Social outings/parties
106878,123908,Daily,Throughout the day,To combat fatigue,No,Neutral,Not sure,No,5,Not available locally,CodeX,Brand reputation,Other,Caffeine,No,No,TV commercials,Compact and portable cans,No,Below 50,Gyms and fitness centers,Sports/exercise
106895,123925,Rarely,To stay awake during work/study,Increased energy and focus,No,Neutral,Dangerous,Yes,1,Health concerns,CodeX,Effectiveness,More natural ingredients,Vitamins,Yes,No,Online ads,Compact and portable cans,No,50-99,Online retailers,Sports/exercise
106900,123930,Rarely,Throughout the day,Increased energy and focus,No,Neutral,Healthy,Yes,5,Not available locally,CodeX,Effectiveness,More natural ingredients,Vitamins,No,No,Online ads,Innovative bottle design,No,Above 150,Supermarkets,Sports/exercise
106910,123940,Once a week,Before exercise,To enhance sports performance,No,Neutral,Dangerous,No,1,Not available locally,CodeX,Brand reputation,Reduced sugar content,Vitamins,Yes,No,TV commercials,Collectible packaging,No,Below 50,Supermarkets,Sports/exercise
106918,123948,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Healthy,Yes,3,Not available locally,CodeX,Effectiveness,More natural ingredients,Vitamins,Yes,Not Sure,TV commercials,Eco-friendly design,Yes,50-99,Online retailers,Sports/exercise
