Response_ID,Respondent_ID,Consume_frequency,Consume_time,Consume_reason,Heard_before,Brand_perception,General_perception,Tried_before,Taste_experience,Reasons_preventing_trying,Current_brands,Reasons_for_choosing_brands,Improvements_desired,Ingredients_expected,Health_concerns,Interest_in_natural_or_organic,Marketing_channels,Packaging_preference,Limited_edition_packaging,Price_range,Purchase_location,Typical_consumption_situations
104081,121111,2-3 times a month,For mental alertness,To combat fatigue,Yes,Positive,Not sure,Yes,5,Health concerns,Cola-Coka,Brand reputation,Wider range of flavors,Sugar,Yes,Yes,Online ads,Innovative bottle design,Yes,100-150,Supermarkets,Sports/exercise
104084,121114,Daily,To stay awake during work/study,To combat fatigue,No,Positive,Not sure,No,3,Health concerns,Bepsi,Brand reputation,Reduced sugar content,Vitamins,Yes,Yes,Other,Compact and portable cans,Yes,Above 150,Supermarkets,Studying/working late
104085,121115,Once a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Not sure,Yes,4,Not available locally,Bepsi,Taste/flavor preference,Healthier alternatives,Vitamins,No,Yes,Online ads,Innovative bottle design,Yes,50-99,Online retailers,Studying/working late
104086,121116,Daily,To stay awake during work/study,Increased energy and focus,No,Neutral,Healthy,No,2,Not available locally,Bepsi,Brand reputation,Wider range of flavors,Sugar,Yes,No,TV commercials,Compact and portable cans,No,50-99,Supermarkets,Sports/exercise
104087,121117,Once a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Healthy,No,4,Not interested in energy drinks,Cola-Coka,Availability,More natural ingredients,Caffeine,Yes,Yes,Outdoor billboards,Compact and portable cans,Not Sure,100-150,Supermarkets,Social outings/parties
104088,121118,2-3 times a week,For mental alertness,To combat fatigue,Yes,Negative,Dangerous,No,5,Health concerns,Bepsi,Effectiveness,More natural ingredients,Guarana,Yes,No,Online ads,Compact and portable cans,Yes,100-150,Supermarkets,Sports/exercise
104089,121119,2-3 times a month,Throughout the day,Increased energy and focus,Yes,Neutral,Not sure,Yes,3,Health concerns,Bepsi,Other,Wider range of flavors,Sugar,No,Yes,Online ads,Compact and portable cans,Not Sure,Below 50,Supermarkets,Sports/exercise
104090,121120,2-3 times a week,For mental alertness,To enhance sports performance,Yes,Neutral,Not sure,No,1,Health concerns,Bepsi,Brand reputation,Reduced sugar content,Caffeine,No,No,Outdoor billboards,Collectible packaging,Yes,50-99,Online retailers,Sports/exercise
104092,121122,Rarely,Before exercise,Increased energy and focus,Yes,Positive,Effective,Yes,5,Not interested in energy drinks,Cola-Coka,Taste/flavor preference,Wider range of flavors,Vitamins,Yes,Yes,Online ads,Compact and portable cans,Yes,50-99,Supermarkets,Studying/working late
104095,121125,Once a week,Throughout the day,Other,Yes,Neutral,Effective,No,4,Not interested in energy drinks,Bepsi,Other,Reduced sugar content,Sugar,No,No,Online ads,Eco-friendly design,No,Below 50,Online retailers,Other
104099,121129,Rarely,To stay awake during work/study,Increased energy and focus,No,Neutral,Effective,Yes,5,Unfamiliar with the brand,Cola-Coka,Availability,Healthier alternatives,Sugar,Yes,Yes,Online ads,Collectible packaging,Yes,50-99,Online retailers,Studying/working late
104103,121133,Daily,Before exercise,Increased energy and focus,Yes,Neutral,Not sure,Yes,2,Not available locally,Cola-Coka,Brand reputation,Healthier alternatives,Caffeine,No,Not Sure,Online ads,Innovative bottle design,Yes,Below 50,Online retailers,Sports/exercise
104107,121137,Rarely,For mental alertness,To boost performance,Yes,Neutral,Dangerous,No,5,Not interested in energy drinks,Cola-Coka,Brand reputation,Wider range of flavors,Caffeine,No,Yes,Outdoor billboards,Compact and portable cans,No,50-99,Local stores,Studying/working late
104111,121141,Rarely,To stay awake during work/study,To boost performance,No,Neutral,Not sure,Yes,5,Unfamiliar with the brand,Bepsi,Effectiveness,More natural ingredients,Caffeine,No,Yes,Online ads,Other,Not Sure,50-99,Online retailers,Sports/exercise
104112,121142,Rarely,Throughout the day,To boost performance,No,Neutral,Healthy,Yes,4,Unfamiliar with the brand,Bepsi,Taste/flavor preference,Wider range of flavors,Vitamins,No,Yes,Online ads,Innovative bottle design,Yes,100-150,Supermarkets,Sports/exercise
104113,121143,Rarely,Throughout the day,To boost performance,No,Neutral,Dangerous,Yes,4,Not available locally,Cola-Coka,Other,Healthier alternatives,Vitamins,Yes,No,Online ads,Compact and portable cans,Not Sure,Above 150,Supermarkets,Sports/exercise
104115,121145,2-3 times a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Effective,Yes,4,Unfamiliar with the brand,Bepsi,Availability,Healthier alternatives,Vitamins,Yes,Yes,Print media,Compact and portable cans,No,Above 150,Supermarkets,Studying/working late
104117,121147,2-3 times a month,Before exercise,Other,No,Neutral,Healthy,Yes,3,Not available locally,Bepsi,Effectiveness,Wider range of flavors,Caffeine,No,No,Online ads,Innovative bottle design,Yes,50-99,Online retailers,Sports/exercise
104119,121149,Once a week,Before exercise,Increased energy and focus,Yes,Negative,Effective,Yes,3,Unfamiliar with the brand,Bepsi,Effectiveness,Wider range of flavors,Vitamins,No,Not Sure,TV commercials,Compact and portable cans,No,100-150,Supermarkets,Sports/exercise
104120,121150,2-3 times a week,Throughout the day,Increased energy and focus,Yes,Negative,Dangerous,No,3,Not interested in energy drinks,Cola-Coka,Brand reputation,Healthier alternatives,Vitamins,Yes,Not Sure,TV commercials,Compact and portable cans,Yes,50-99,Supermarkets,Sports/exercise
104123,121153,2-3 times a week,For mental alertness,Increased energy and focus,No,Positive,Not sure,Yes,5,Health concerns,Bepsi,Brand reputation,Reduced sugar content,Vitamins,Yes,No,Online ads,Innovative bottle design,No,100-150,Online retailers,Social outings/parties
104124,121154,Once a week,For mental alertness,To enhance sports performance,No,Neutral,Not sure,No,3,Not interested in energy drinks,Cola-Coka,Other,Reduced sugar content,Vitamins,No,No,Online ads,Innovative bottle design,No,100-150,Supermarkets,Sports/exercise
104127,121157,2-3 times a week,To stay awake during work/study,Increased energy and focus,Yes,Negative,Effective,No,3,Unfamiliar with the brand,Bepsi,Other,More natural ingredients,Vitamins,Yes,Yes,Online ads,Eco-friendly design,No,50-99,Gyms and fitness centers,Studying/working late
104132,121162,2-3 times a month,Throughout the day,Increased energy and focus,No,Positive,Dangerous,No,5,Health concerns,Cola-Coka,Taste/flavor preference,Healthier alternatives,Vitamins,Yes,No,TV commercials,Innovative bottle design,No,50-99,Gyms and fitness centers,Sports/exercise
104137,121167,Once a week,Throughout the day,To combat fatigue,Yes,Neutral,Dangerous,No,4,Unfamiliar with the brand,Cola-Coka,Brand reputation,Healthier alternatives,Vitamins,No,No,TV commercials,Compact and portable cans,No,50-99,Supermarkets,Sports/exercise
104138,121168,Once a week,Before exercise,Increased energy and focus,No,Neutral,Dangerous,Yes,3,Not available locally,Cola-Coka,Availability,More natural ingredients,Caffeine,Yes,Not Sure,Online ads,Innovative bottle design,No,100-150,Online retailers,Sports/exercise
104141,121171,2-3 times a week,Before exercise,To boost performance,No,Negative,Effective,No,2,Not interested in energy drinks,Bepsi,Brand reputation,More natural ingredients,Caffeine,Yes,Yes,Online ads,Compact and portable cans,Yes,100-150,Online retailers,Sports/exercise
104146,121176,2-3 times a month,Throughout the day,Increased energy and focus,Yes,Neutral,Healthy,No,3,Not available locally,Bepsi,Other,More natural ingredients,Guarana,Yes,Yes,TV commercials,Compact and portable cans,Yes,100-150,Online retailers,Sports/exercise
104147,121177,2-3 times a week,Before exercise,Increased energy and focus,No,Neutral,Not sure,Yes,3,Other,Bepsi,Taste/flavor preference,Wider range of flavors,Caffeine,Yes,Yes,Online ads,Compact and portable cans,No,50-99,Online retailers,Studying/working late
104150,121180,2-3 times a week,Before exercise,To enhance sports performance,No,Neutral,Effective,Yes,5,Health concerns,Cola-Coka,Brand reputation,Reduced sugar content,Sugar,Yes,No,Other,Innovative bottle design,Yes,50-99,Online retailers,Social outings/parties
104154,121184,Once a week,For mental alertness,Increased energy and focus,No,Neutral,Effective,Yes,3,Not interested in energy drinks,Bepsi,Availability,Wider range of flavors,Sugar,No,Yes,TV commercials,Eco-friendly design,Yes,100-150,Supermarkets,Studying/working late
104156,121186,Once a week,Before exercise,Other,No,Neutral,Effective,No,2,Not available locally,Cola-Coka,Other,Reduced sugar content,Guarana,No,Yes,Other,Innovative bottle design,Yes,100-150,Gyms and fitness centers,Sports/exercise
104157,121187,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Healthy,Yes,3,Unfamiliar with the brand,Bepsi,Availability,Reduced sugar content,Caffeine,No,Not Sure,Other,Innovative bottle design,No,Above 150,Supermarkets,Sports/exercise
104158,121188,Rarely,Throughout the day,Increased energy and focus,Yes,Neutral,Not sure,No,3,Unfamiliar with the brand,Bepsi,Effectiveness,Reduced sugar content,Sugar,Yes,Yes,TV commercials,Compact and portable cans,No,100-150,Online retailers,Studying/working late
104159,121189,Once a week,For mental alertness,To boost performance,No,Neutral,Effective,Yes,4,Not interested in energy drinks,Cola-Coka,Taste/flavor preference,Reduced sugar content,Vitamins,Yes,Yes,Online ads,Collectible packaging,Yes,50-99,Supermarkets,Sports/exercise
104161,121191,2-3 times a week,Before exercise,Increased energy and focus,No,Positive,Not sure,No,4,Health concerns,Bepsi,Brand reputation,Reduced sugar content,Caffeine,No,Yes,Online ads,Collectible packaging,Not Sure,100-150,Local stores,Sports/exercise
104164,121194,Daily,For mental alertness,To enhance sports performance,No,Negative,Dangerous,No,5,Other,Cola-Coka,Taste/flavor preference,More natural ingredients,Guarana,Yes,No,Online ads,Innovative bottle design,Yes,50-99,Online retailers,Studying/working late
104167,121197,Once a week,Throughout the day,Other,No,Positive,Effective,Yes,5,Not available locally,Bepsi,Taste/flavor preference,Reduced sugar content,Caffeine,No,No,TV commercials,Compact and portable cans,No,Above 150,Online retailers,Sports/exercise
104169,121199,2-3 times a week,For mental alertness,To enhance sports performance,No,Neutral,Effective,Yes,4,Health concerns,Bepsi,Taste/flavor preference,More natural ingredients,Sugar,No,No,Online ads,Compact and portable cans,Not Sure,50-99,Gyms and fitness centers,Social outings/parties
104171,121201,Daily,Before exercise,Increased energy and focus,No,Neutral,Healthy,Yes,3,Not available locally,Bepsi,Brand reputation,More natural ingredients,Sugar,Yes,Not Sure,Online ads,Compact and portable cans,Yes,50-99,Supermarkets,Social outings/parties
104172,121202,2-3 times a week,For mental alertness,Other,No,Neutral,Effective,No,5,Unfamiliar with the brand,Cola-Coka,Availability,Reduced sugar content,Sugar,Yes,Yes,Online ads,Compact and portable cans,Yes,50-99,Gyms and fitness centers,Sports/exercise
104174,121204,2-3 times a week,To stay awake during work/study,To boost performance,No,Neutral,Not sure,No,4,Other,Cola-Coka,Other,Wider range of flavors,Guarana,Yes,No,Online ads,Collectible packaging,Yes,Above 150,Gyms and fitness centers,Sports/exercise
104175,121205,2-3 times a week,Throughout the day,To combat fatigue,Yes,Positive,Not sure,No,5,Other,Cola-Coka,Effectiveness,Other,Caffeine,No,Yes,TV commercials,Compact and portable cans,Yes,50-99,Online retailers,Sports/exercise
104178,121208,2-3 times a week,To stay awake during work/study,Other,No,Positive,Dangerous,No,2,Not interested in energy drinks,Bepsi,Brand reputation,Wider range of flavors,Caffeine,No,Yes,TV commercials,Compact and portable cans,Not Sure,Above 150,Online retailers,Social outings/parties
104180,121210,Daily,For mental alertness,Increased energy and focus,Yes,Neutral,Not sure,Yes,2,Not available locally,Bepsi,Availability,Wider range of flavors,Caffeine,No,Not Sure,TV commercials,Collectible packaging,No,50-99,Online retailers,Other
104181,121211,Rarely,Before exercise,Increased energy and focus,Yes,Positive,Effective,No,5,Health concerns,Bepsi,Brand reputation,Other,Sugar,Yes,Yes,Online ads,Compact and portable cans,Yes,50-99,Supermarkets,Sports/exercise
104183,121213,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Healthy,Yes,3,Not available locally,Cola-Coka,Availability,Reduced sugar content,Caffeine,No,No,Online ads,Other,Not Sure,50-99,Supermarkets,Sports/exercise
104184,121214,2-3 times a week,Before exercise,Other,No,Negative,Not sure,Yes,4,Other,Bepsi,Other,Healthier alternatives,Guarana,No,Yes,Online ads,Innovative bottle design,Yes,100-150,Online retailers,Sports/exercise
104185,121215,Rarely,For mental alertness,Increased energy and focus,No,Neutral,Effective,No,3,Health concerns,Bepsi,Brand reputation,More natural ingredients,Vitamins,Yes,No,Online ads,Innovative bottle design,Yes,Above 150,Other,Studying/working late
104186,121216,2-3 times a month,Throughout the day,Increased energy and focus,No,Positive,Healthy,No,4,Not interested in energy drinks,Cola-Coka,Availability,Other,Caffeine,Yes,Yes,TV commercials,Innovative bottle design,Yes,50-99,Local stores,Studying/working late
104187,121217,2-3 times a month,Before exercise,Increased energy and focus,Yes,Positive,Effective,Yes,4,Unfamiliar with the brand,Cola-Coka,Effectiveness,Reduced sugar content,Caffeine,Yes,Not Sure,Outdoor billboards,Compact and portable cans,No,100-150,Supermarkets,Social outings/parties
104190,121220,Once a week,Throughout the day,To combat fatigue,No,Negative,Dangerous,Yes,5,Not interested in energy drinks,Bepsi,Availability,Reduced sugar content,Sugar,Yes,Not Sure,Online ads,Compact and portable cans,No,Below 50,Other,Social outings/parties
104195,121225,2-3 times a week,For mental alertness,Increased energy and focus,No,Positive,Healthy,No,3,Not available locally,Cola-Coka,Brand reputation,Healthier alternatives,Caffeine,Yes,No,Online ads,Compact and portable cans,Not Sure,100-150,Supermarkets,Studying/working late
104196,121226,Rarely,Throughout the day,To combat fatigue,Yes,Neutral,Healthy,Yes,3,Not available locally,Cola-Coka,Taste/flavor preference,More natural ingredients,Guarana,Yes,Not Sure,Online ads,Compact and portable cans,No,100-150,Local stores,Sports/exercise
104198,121228,2-3 times a month,To stay awake during work/study,To combat fatigue,Yes,Neutral,Not sure,No,3,Not available locally,Cola-Coka,Other,Wider range of flavors,Sugar,Yes,Yes,TV commercials,Innovative bottle design,No,100-150,Supermarkets,Studying/working late
104199,121229,2-3 times a week,To stay awake during work/study,Other,No,Negative,Not sure,No,3,Unfamiliar with the brand,Cola-Coka,Brand reputation,Wider range of flavors,Caffeine,Yes,No,Online ads,Innovative bottle design,Yes,100-150,Gyms and fitness centers,Studying/working late
104201,121231,2-3 times a month,Throughout the day,Increased energy and focus,No,Neutral,Not sure,No,3,Unfamiliar with the brand,Cola-Coka,Availability,Reduced sugar content,Sugar,Yes,No,TV commercials,Compact and portable cans,No,Above 150,Online retailers,Sports/exercise
104204,121234,Once a week,Throughout the day,Increased energy and focus,No,Neutral,Effective,Yes,4,Unfamiliar with the brand,Bepsi,Taste/flavor preference,Other,Caffeine,Yes,No,Other,Compact and portable cans,Yes,50-99,Gyms and fitness centers,Sports/exercise
